,label,sentiment
15781,1,mình đã nhận hàng màu không được sáng như hình và kì_vọng tuy_nhiên mình không thấy hướng_dẫn lắp_ráp nên gặp khó_khăn và sản_phẩm không như_ý xem hướng_dẫn từ đâu được vậy
15782,0,dưỡng ẩm này quá tốt không phù_hợp cho da mụn vì dưỡng ẩm này cực_kỳ bí da
15783,1,sản_phẩm cũng bình_thường hơi ít khối gỗ chất_lượng gia_công bình_thường so với giá
15784,2,sản_phẩm chất_lượng giao hàng nhanh
15785,2,siêu thích luôn nha tiki ơi đã lắm luôn í
15786,1,bình_thường không đặc_sắc
15787,0,hôm_qua còn sạc vô hôm_nay sạc hết vô rồi
15788,0,nội_dung kém chữ đáng lắm lại quá nhiều có_khi còn không cách nhau
15789,1,âm_thanh nghe tốt nhưng không hiểu bị lỗi hay gì mà tai nghe bên ghi rồi thì lại nghe âm_thanh bên trái còn l thì lại nghe bên phải giờ sao tiki
15790,0,giao hàng quá lâu so với với mấy đơn_từ hà_nội về long_an
15791,2,sản_phẩm chắc đẹp giá_cả hợp_lý nhẹ mát nhưng rất ấm
15792,0,âm_lượng hơi to không bền lắm
15793,0,màu chán chết thất_vọng sau khi mua
15794,2,che_phủ tốt bao_bì đẹp tiki giao hàng rất nhanh rất ưng chuyên để che quầng thâm mắt nhưng che mụn vẫn ô_kê
15795,2,quyển mặt_dày tâm đen này quá tuyệt_vời nó hoàn_toàn khác với những cuốn sách khác và nó cho mình một cái nhìn mới mà chưa quyển sách nào tôi đọc qua để cập đến một quyển sách cần phải đọc
15796,2,tôi hài_lòng với sản_phẩm và cách phục_vụ nhanh_nhẹn của tiki cảm ưn tiki
15797,0,mới mua về nhưng không hoạt_động
15798,0,không khả_thi sóng không ổn_định
15799,1,máy mình đã lắp xong tuy tiên chưa dùng được vì bị sáng nút power và nút eco thì nhấp_nháy liên_tục nhờ tiki kiểm_tra giúp_minh
15800,0,không như quảng cáo rất trơn nên không sử_dụng được khách_hàng nên cân_nhắc trước khi mua
15801,1,cafe uống không hợp_khẩu vị lắm nên không thích loại
15802,1,giao hàng rất nhanh bao_gói
15803,1,đàu hơi to hơn đường kinh nón
15804,1,sản_phẩm bị ra ngoài giá bán mắc hơn trang khác cùng
15805,1,vải không đẹp chất nóng kích_thước không chuẩn quá to so với số ký giống áo người_lớn chứ không phải của trẻ_em chỉ hình_ảnh in đẹp là của trẻ_em
15806,2,sản_phẩm không tì_vết đúng như mình hy_vọng
15807,2,mình rất thích các tác_phẩm viết về tâm_linh tây tạng tiki thì làm_việc rất tốt sách ô_kê
15808,2,cần gói sách cẩn_thận
15809,1,màu gỗ hơi tối như màu gỗ thấm nước hơi nặng_mùi
15810,1,chập_chờn kết_nối kém
15811,0,không được sắc xảo như quảng_cáo
15812,1,hộp đựng nát luôn sách thì móp gáy
15813,2,sản_phẩm như mô_tả có mùi hương dễ_chịu sử_dụng không thường_xuyên lắm vẫn thấy tóc con mọc nhiều làm mượt tóc tạo cảm_giác thoải_mái dễ_chịu
15814,1,may cẩn_thận nhưng màu chưa đẹp xỉn hơn sơ với ảnh
15815,2,cuốn sách hay đáng để đọc
15816,1,sản_phẩm như hàng cũ bao_bì đã bị tháo ra dán lại bằng băng keo trong hiện_tại xài vẫn bình_thường chưa thấy
15817,1,nhỏ_xíu chỉ để được cái điện_thoại chứ không_thể để được cái ipad vốn rất to và nặng tuy_nhiên chất_liệu ô_kê chắc_chắn màu_sắc bắt_mắt muốn để cái ipad phải mua cái giá to
15818,0,hàng mỏng nhỏ giá mắc hơn các cửa_hàng
15819,2,bông tẩy_trang xài thích lắm nha giá hợp_lý túi_tiền của người xài nhiều như
15820,2,dầu_gội bao ngon nha bà_con
15821,0,xài quá tệ chưa xài đã rách
15822,1,chảo lớn bị móp nhìn rất kỳ chảo nhỏ bình_thường chất_liệu mõng nói_chung hàng nhìn không
15823,0,tôi đặt mua hàng nhưng chỉ nhận được vỏ tai nghe không có tai nghe làm_ăn tồi_tệ
15824,0,chi có vỏ tay nge không có tay nge vay cửa_hàng hay đặt lộn hàng có cho doi lai không cửa_hàng
15825,1,vải không được mịn ga giường không được bo chun
15826,0,đã nhận được hàng nhưng bị thiếu bánh_xe lắp dưới chân tủ mong ti ki giao đầy_đủ cho chứ chăm_sóc kiểu vậy quá thất_vọng
15827,0,rất dởm sử_dụng một_hai lần đã bị hưkhông bắt tín_hiệu thật_sự thất_vọng
15828,2,sách hay ti ki giao hành nhanh sản_phẩm đóng_gói cẩn_thận đẹp
15829,2,giao hàng cũng nhanh hạn sử_dụng cũng xa nhưng ăn hơi ngấy nói_chung cũng tạm
15830,0,ví đẹp nhưng không có khoá
15831,0,tôi thấy nước rất yếu không giống quảng_cáo
15832,0,không có hướng_dẫn lắp khoan thiếu lỗ
15833,0,tiki giao hàng sách bị móp gáy mình nghĩ do lúc vận_chuyển làm móp cả thùng caton lẫn sách bên trong mình rất bực_mình đã mua sách bên mình rất nhiều nhưng mình quá thất_vọng
15834,1,dán treo đồ nhẹ thôi chứ không chơi được đồ nặng đâu nhá rơi ngay đấy
15835,2,da mình hỗn_hợp thiên khô xài không bị bết dính thấm nhanh hơn cả mong_đợi rất nhiều
15836,0,sách cũ như đọc rất nhiều lần rồi mọi lần mình mua sách mới đọc xong còn mới hơn quyển sách vừa đặt rất nhiều
15837,1,gạo khô_cứng không thích_hợp với người thích ăn gạo dẻo
15838,2,sản_phẩm ô_kê giao hàng đúng mẫu
15839,0,giá không tương_xứng với chất_lượng nói_chung là bình_thường
15840,0,mình mua hàng về đã cài_đặt đầy_đủ như hướng_dẫn đèn led của camera cũng đã sáng tuy_nhiên sản camera không chạy
15841,0,gương bị hở không biết xử_lý
15842,1,móc để giữ vẫn yếu khi treo nặng bị hở
15843,1,kính thì ô_kê nhưng phần mũi quá thấp đeo cứ bị tuột xuống dưới rất khó_chịu
15844,1,sao không có_điều khiển vậy kính dùng ô_kê nhưng không có_điều khiển như trên nh
15845,0,sản_phẩm tệ chất_liệu xấu
15846,1,lỗ bé như này sao cho được đinh vô
15847,2,giao nhanh đúng hàng
15848,0,tiki giao hôm_qua rồi nhưng hôm_nay mới có thời_gian mở ra xem mọi lần đặt gói rất cẩn thẩn nhưng không hiểu sao lần này không có bọc bảo_vệ gì cả làm hỏng sách hết trơn
15849,1,sản_phẩm bị lỗi bong tróc bề_mặt thảm
15850,1,giao hàng nhanh đúng giờ đóng_gói cẩn_thận nhưng_mà giao nhầm màu
15851,0,đặt màu đen lại gửi màu vàng
15852,0,sản_phẩm chuột rất tốt nhưng bàn_phím nhiều lúc phản_ứng chậm ngồi gõ nhiều lúc ngồi chờ chữ mới ra kiểm_tra các kiểu
15853,1,kích_thước thực_tế của kích_thước áo không phù_hợp với hướng_dẫn chọn kích_thước áo trong mục thông_tin chi_tiết sản_phẩm nên thu_hồi hoặc đổi sản_phẩm với kích_thước lớn hơn
15854,1,nồi bên ngoài đẹp mà chưa sử_dụng nên chưa biết chất_lượng ra sao
15855,2,dùng cho điện_thoại chắc_chắn và nhỏ_nhẹ còn cho ipap và tablet thì chỉ để ngang được
15856,0,mũ không giống như trong hình mà tiki quảng_cáo
15857,2,giao hàng nhanh hàng còn nguyên_vẹn rất hài_lòng
15858,1,không chống nước bị xúc chỉ nhưng mẩu đẹp
15859,0,tiền_nào_của_nấy rẻ chất_lượng kém
15860,2,dịch_vụ giao hàng nhanh và cập_nhật kịp_thời tình_trạng hàng_hoá bao_bì đóng_gói cẩn_thận phân trùn bón cho cây_cảnh rất
15861,1,mình thấy cũng ổn đỡ mất thời_gian nếu giày bẩn nhẹ
15862,1,bìa trầy_xước nhiều cong vênh mép trên không mới như mong_đợi
15863,1,lỗ khoan sẵn sai
15864,0,nhỏ quá không giống như hình
15865,2,hàng ô_kê ạ khá
15866,1,sách hay nhiều bài_tập nhỏ để thực_hành nhưng sách bẩn là không thích
15867,2,sản_phẩm rất đẹp không bị móp méo gì
15868,1,tạm hài_lòng dù mẫu_mã không đẹp như mong_muốn
15869,1,quảng_cáo ơi cho mình hỏi theo hình mô_tả mình thấy có phần để ống hút khi nhận hàng thì mình không thấy quảng_cáo tư_vấn dùm mình nhé cảm_ơn quảng_cáo
15870,0,tai gập bìa rời của mình bị nhăn như hình đính kèm truyện mới ra mà thành_phẩm ẩu_tả thế_này
15871,0,tôi không hài_lòng chất_liệu vãi vãi quá mỏng
15872,0,mình thấy mua không được tặng kèm bao đựng và thẻ nhớ thất_vọng thật mặc_dù có nói tăngj
15873,0,sách thì đẹp hình dễ_thương xong tiki làm_ăn kí quá đặt_hàng nói giao nhanh mà cả tuần mới giao_hẹn cả chục
15874,0,sản_phẩm không giống hình không sử_dụng được khi cắm jack nối iphone đề_nghị tiki
15875,2,hàng rất ô_kê đúng như trong hình sách rất hay
15876,2,giao hàng nhanh sách không bị cong mép khá hài_lòng về tiki
15877,1,uống nhạt mình cảm_thấy không ngon nhưng giao hàng của tiki không chê được tí nào
15878,2,giao hàng đúng ngày phát_hành có sticker chất_lượng ổn_áp
15879,2,chất_lượng khá tốt trong tầm giá
15880,1,sản_phẩm không phải hàng có giản tạm được
15881,1,sản_phẩm tạm_thời ổn nhân_viên giao hàng chưa
15882,2,cuốn này mình biết khá lâu nhưng chưa đọc nay tiki có giá tốt mua về chất_lượng giấyin của nhà_xuất_bản rất ô_kê mình rất thích giấy in kiểu này nội_dung khá thú_vị đáng bỏ thời_gian
15883,2,sách đẹp đóng_gói đẹp giao hàng nhanh nội_dung dùng khỏi phải chê rồi một quyển sách vô_cùng ý_nghĩa
15884,2,sách tốt nội_dung thì chỉ tiết hơn bản anime và manga tôi
15885,0,thiết_bị bơm hơi không sử_dụng được giao hàng đúng thời_hạn
15886,2,rất hài lòng sản phẩm gửi tới giống như quảng_cáo
15887,0,cửa_hàng giao hàng không đúng đặt váy dài giao váy ngắn mất uy_tín
15888,2,quá ổn sản_phẩm tốt đóng_gói cẩn_thận
15889,2,máy ép tốt lại rẻ máy đẹp gọn dễ cất_giữ giao hàng
15890,1,không có quà tặng kèm như cửa_hàng đăng mong nhận được phản_hồi từ cửa_hàng
15891,2,mình nhận hàng lâu rồi nhưng nay mới có thời_gian ôn_tập hàng của cửa_hàng đúng như hình đăng_tải dùng thấy truyền_tải dữ_liệu nhanh ổn_định
15892,2,sản phầm tốt sẽ mua
15893,2,sách in màu đẹp rõ chất_lượng tranh in to và rõ_ràng
15894,2,sản_phẩm rất tốt mới nhận hàng thôi mọi người nên mua nha
15895,0,nhiều trang trong sách bị quăn cảm_giác như sách cũ lần đầu mua sách từ tiki bị như vậy
15896,1,giá rẻ nên hàng cũng bình_thường hình_thức và nội_dung chỉ ở mức trung_bình
15897,1,chất gel và mùi làm mình liên_tưởng tới nước rửa chén mình đã từng dùng sản_phẩm của hãng này rồi nhưng không giống thế_này lắm
15898,2,sách mới trình_bày đẹp dễ nhớ tôi hài_lòng nhất trong các lần mua sách tại tiki
15899,1,chả biết nói gì
15900,0,thiết_kế cục sạc không ổn cắm vào ổ điện trên tường là rớt ngay khôngsạc được nếu ổ điện để trên mặt_phẳng nằm ngang thì ô_kê
15901,1,tôi nhận hàng thấy có vòi và dây không có dụng_cụ treo không biết là bán dậy hay_là thiếu mình có dây sẵn gắn vòi vào sử_dụng thấy ô_kê không biết thời_gian dài
15902,0,tôi nhận sản_phẩm thì thấy sản_phẩm bị rách tiki vui_lòng liên_hệ lại để đổi sản_phẩm giúp
15903,0,mua bộ này gửi bộ khác lừa_đảo
15904,0,đặt màu vàng thì giao màu xám đặt cái có tựa đầu giao cái không có tựa đầu
15905,2,sản_phẩm rất tốt có cả phiếu bảo_hành kèm theo nhưng không hiểu sao ở chỗ màn_hình hiển_thị có chút lệch
15906,0,nhận được chuột không đây nhưng không có usb nên không sử_dụng
15907,0,không sử_dụng được yêu_cầu trả hàng
15908,2,sản_phẩm dùng ổn không có gì phiền_lòng tiki giao hàng càng_ngày_càng chậm
15909,2,giao nhanh đóng_gói đẹp chưa biết kết_quả như nào sử_dụng sẽ ôn_tập sau giá
15910,0,tem bị bóc ra không còn nguyên tem không hài_lòng đề_nghị tiki
15911,1,hàng chưa dùng nên không biết chất_lượng hàng giao nhanh đóng_gói đảm_bảo tin_tưởng hàng_hoá nên có xuất sứ và phụ_lục tiếng việt thì yên_tâm
15912,0,sách không hay chả có gì để học tiêu_đề giật tít
15913,1,thời_gian giao hàng chậm sản_phẩm như mong_muốn
15914,1,so với sản_phẩm từng dùng bôi lên bị bóng không khô và trắng luôn dùng tốn
15915,1,dây hơi mõng dung mạnh chua dùng thử
15916,1,hàng chất ô_kê nhưng mình đặt kích_thước xl để trừ_hao nhưng thực_tế quần nhỏ lắm chỉ cỡ kích_thước mình hay l mình đổi được sang kích_thước xl không cách đổi như_thế_nào
15917,0,cacao không tan dùng không ngon lắm
15918,1,không biết lỗi bên nào nhưng thời_gian từ lúc đặt_hàng tới lúc giao hàng là quá
15919,2,giao hàng nhanh gói hàng
15920,2,sách hay nên đọc để lấy kinh_nghiệm
15921,1,đóng_gói và vận_chuyển ẩu nên hộp móp méo truyện không được gói nên hơi bị cong
15922,2,không có thông_số chi_tiết kích_thước nên mua phải sản_phẩm quá dày quá nặng vợ không xài được nên bắt mình xài
15923,2,tốt dùng sặc đủ loại iphone samsung sặc nhiều cái cùng lúc
15924,1,mình nghĩ là tường sơn miền dán vẫn sẽ dùng tốt nhưng ngược_lại
15925,1,bọc sách ẩu bị nhăn không vừa sách đóng_gói không
15926,1,gói bột_giặt bên ngoài nhìn cũbột giặt dính ra bên ngoài bao bột_giặt bị rách thất_vọng
15927,2,sách xịn giao hàng nhanh_chóng đóng hàng cẩn_thận người giao hàng thân_thiện vui_vẻ mình nhận_xét về dịch_vụ thôi còn nội_dung tuỳ vào hứng_thú và cảm_nhận của mỗi
15928,2,màu lên rất đẹp lên sáng màu không bị bột giao hàng sớm hơn dự_định không thích ơn phần bút_lông đen vì đầu bút_lông hơi cứng nhưng vẫn rất thích sản_phẩm
15929,1,tay_áo quá lớn và thô so với hình
15930,2,giao hơi chậm xíu hộp móp nhưng còn bao_bì
15931,2,sản_phẩm chất_lượng mua được giá tốt nhưng điểm trừ là tiki giao hàng chậm quá mặc_dù tôi có mua gói now
15932,1,mình mới nhận hàng hàng như hình sản_phẩm chắc_chắn dễ chỉnh tuy_nhiên phần lo xo bị gỉ sét
15933,0,sản_phẩm thì không chê nhưng giao hàng thì chậm
15934,1,sách đọc khá ổn hơi nhiều lý_thuyết
15935,0,không được như_ý muốn vì quảng_cáo không cho biết độ dầy nên mua về mỏng quá không sử_dụng
15936,1,như áo_mưa vậy không nên mua
15937,1,sản_phẩm ổn
15938,1,mua lại theo đơn cũ mà giao hàng khác hoàn_toàn không giống như mô_tả
15939,1,đến nay tôi vẫn chưa được kích_hoạt bảo_hành hãy kiểm_tra giúp
15940,1,thời_gian giao hàng bình_thường nhưng bào được bọc cẩn_thận và đúng như hình trên cửa_hàng rất hài_lòng
15941,1,sách ổn nhưng không quá hay
15942,0,quảng_cáo có tặng quà giao hàng về không được tặng gì hết giống như bị lừa
15943,2,sách trình_bày đẹp chất_lượng tốt mình không tưởng_tượng là khổ nhỏ là nhỏ
15944,2,sản_phẩm đẹp vải tốt ủng_hộ lần sau
15945,2,dịch_vụ của tiki tốt giao hàng nhanh sản_phẩm chính hãng sảm phẩm đầy_đủ tem bảo_hành cảm_ơn tiki
15946,0,bình giữ nhiệt không giữ được nhiệt lâu chỉ vài giờ là nguội à nhiệt_độ đo cũng không chính_xác nữa lúc đầu đúng sau đó không đúng nữa còn dịch_vụ giao hàng thì nhanh ô_kê
15947,1,sữa tắm làm mịn da nhưng tiếc là mùi hương thấy bình_thường không thơm gì
15948,2,máy sản_xuất in thailand xịn luôn chưa bao_giờ phải lo về dịch_vụ của tiki giao hàng siêu nhanh
15949,2,sản_phẩm dùng thì thích mà mỗi_tội thiết_kế loại phịt chả đâu vào đâu tắm một_mình với con tay vừa giữ vừa phịt bắn tung_toé luôn lại phải đổ sang chai khác để ấn hầy
15950,0,lỗ bị lệch nên không lắp được miếng nào lắp được lại bị chinh không dùng được để nghị được trả hành hoàn tiền
15951,1,chọn bảo bình mà giao bọ cạp
15952,1,gáy sách mình nhận được như bị rớt hay sao ý tiki đổi lại cuốn khác cho mình được không
15953,2,sách mua để tặng bạn khen sách viết tốt in đẹp tiki giao nhanh
15954,1,nói_chung sản_phẩm này ổn giá vừa_phải cho người có nhu_cầu mình sẽ ủng_hộ
15955,0,mình nhờ người nhận hàng hộ nên không kiểm_tra sản_phẩm nay kiểm_tra thi thấy sản_phẩm bị ẩm vỏ bên trong cũng bị ẩm tiki kb có dịch_vụ đổi hàng không vậy mình cảm_giác dùng như_thế không an_toàn
15956,2,giao hàng nhanh đóng_gói đẹp
15957,2,mùi nhẹ_nhàng dễ sử_dụng sản_phẩm đẹp gọn dễ mang
15958,1,chất_liệu ô_kê kích_thước nhỏ hơn bình_thường
15959,2,rất hài_lòng cáp sạc bền
15960,1,hộp không đựng được canh đựng được ít đồ_ăn thích_hợp cho con_nít
15961,1,gạo chà hơi kỹ nên ăn không thơm không dẻo lắm
15962,0,sách như bị cũ quá rồi nhăn ở góc còn bụi dính nữa khá thất_vọng về lần mua này
15963,2,khá là hay trong đàm_phán thương_thảo
15964,0,to và cứng không dùng được
15965,0,các bạn trước khi mua nên xem có vừa với cống không nha mình mua không sử_dụng được
15966,0,mua màu tím nhưng lại giao màu xanh
15967,1,mình khá thích lúc đầu sữa tắm dùng sạch tẩy da chết ô_kê nhưng không thích nắp nhựa lắm mở ra đóng lại nhiều lần bị gẫy nắp
15968,0,mình không nhận được nước giặt và đồ_chơi kèm
15969,1,sản_phẩm dùng xong không thấy chất_lượng gì da khô rát hơn sau khi dùng
15970,1,hàng vẫn không tốt lắm hình_ảnh bị trễ khi xem tạm được
15971,1,cấp ẩm tạm ổn sử_dụng ban_đêm sau khi ngủ dậy_thì da không bị khô còn khả_năng cấp ẩm cả ngày thì chưa
15972,2,đóng_gói chắc_chắn hàng có_vẻ ổn chưa dùng nên chưa biết chất_lượng chính_xác
15973,0,chất lượng sử_dụng tốt cơ_động trong việc vệ_sinh chổ rửa bát
15974,1,chưa sử_dụng nhưng nhìn thì có cảm_giác không tốt lắm
15975,1,sản_phẩm như hình dán khắp phòng tat đèn chờ mãi không thấy sáng chán
15976,2,cuốn sách rất có ý_nghĩa hữu_ích cho các bạn làm thiết_kế
15977,2,sách rất đẹp luôn ạ lần tiếp_theo mua hàng ở tiki vẫn không làm mình thất_vọng
15978,1,chưa cảm_nhận được hiệu_quả của máy
15979,2,giao hàng nhanh sách có ngoại_hình đẹp và nội_dung phù_hợp cho người học ngoại_ngữ
15980,2,ngon giá cực rẻ đóng hàng trong hộp to nên khi nhận hàng hộp xẹp_lép nhưng không
15981,1,gương nhìn ảo không thật phần sau gương được dán băng_dính để gương bám vào khung thì phải không dám mở băng_dính ra xem vì sợ gở ra rồi không dán lại
15982,2,giao hàng nhanh lắm mình đặt hôm_qua sáng nay đã có rồi sách còn nguyên bọc nilon bìa cứng_cáp in cẩn_thận có nhiều trang màu khá đẹp nội_dung thì chưa đọc
15983,1,sách bị xước nhiều bụi bám không biết là do khâu bảo quản hay khâu vận chuyển tiki nên cải thiện
15984,1,ra màu hơi nhiều còn lại ổn không vấn_đề gì
15985,1,sách hơi dính bụi bẩn không được mới giao hàng
15986,1,giao tới mở ra thì cái hộp gần như là tan_nát hết luôn hơi tiếc một_chút nhưng không sao vì sửa lại được
15987,1,khăn bé hơn mong_đợi chất_lượng mềm mịn xài cũng được
15988,0,không ô_kê lắm
15989,0,không đúng kich thước đặt giao và sản_phẩm không đúng chất_lượng
15990,1,sản_phẩm sài tạm được
15991,2,sách đẹp giao nhanh
15992,1,hao pin quá không tốt cho lắm
15993,0,mình nhìn trên hình tưởng to nhưng_mà hơi bé
15994,0,sản_phẩm và tên không đúng với nhau tên để nắp gỗ nhưg sản_phẩm thì là nắp nhựa dán giả vân gỗ
15995,2,giao hàng nhanh sản_phẩm sử_dụng rất tốt tốt hơn các sản_phẩm đã mua của các hãng
15996,1,tạm ổn tuy bị chọi mà được cái màu đẹp
15997,0,sản_phẩm mình nhận được không giống như hình tưởng là sẽ giao màu đen ai_ngờ con trai mà_lại xài màu này sao xài
15998,0,đèn mình mua về không sáng mình mua nhiều sản_phẩm năng_lượng mặt_trời rồi nên lần này mình thất_vọng quá cửa_hàng đổi lại cho mình cái khác giúp cảm_ơn cửa_hàng
15999,0,không giống như trên hình không tặng kèm hai tấm nệm
16000,2,bông xài êm không xơ bông số_lượng nhiều so với giá tiền quá rẻ lần sau sẽ mua tiếp
16001,0,mới mua về lắp pin vào không hoạt_động nt cho cửa_hàng cửa_hàng im ru
16002,0,độ hoàn_thiện cực kém ba via rất nhiều được mỗi_cái đế hơn giày chợ
16003,2,mình thích bia này ngon nhẹ dễ uống mua mấy thùng uống liền
16004,0,nó không đẹp lắm như mong_đợi của mình
16005,0,làm lẫn_lộn với giày
16006,1,hàng thường thôi tạm nghe
16007,1,tiki kì này giao hàng mình hơi thất_vọng riêng chất_lượng nivea thì trước giờ mình không bàn_cãi
16008,0,cây không mọc và chả thấy mầm
16009,1,sản_phẩm bị thiếu nút ở dưới đáy thùng cửa_hàng xem có rơi ở cửa_hàng hay không thì gửi lại cho mình nhé chứ cho nút khác vào thì nước vẫn rò_rỉ
16010,2,khử mùi tanh cá nhanh không đọng lại mùi nước rửa chén
16011,2,sữa ngon giá tốt sẽ mua tiếp nếu có giảm_giá
16012,0,hàng này mua về thử dùng không được tôi muốn đổi hàng sang sản_phẩm khác tôi muốn đổi dây chuyển_đổi vga hdmi
16013,2,tiki giao hàng nhanh gói cẩn_thận chất_lượng sách tốt nội_dung thì hay khỏi phải bàn
16014,0,sản_phẩm không tốt như giá
16015,1,tem sản_phẩm không con nguyên có_lẽ đã được mở hộp trước
16016,1,có_thể đối_với mình thôi mình cảm_thấy sách khó hiểu và đọc vào cảm_thấy khô_khan và không mạch_lạc đây có_thể là sách của người nhật không cuốn_hút nhất đối_với
16017,2,không đậm_đặc như hàng được tặng đem từ mỹ về nói_chung dùng tạm ổn
16018,1,buồn quằn_quại cửa_hàng kiểm_tra giúp mình nha thiếu lót chuột rồi hy_vọng sớm nhận được phản_hồi
16019,2,đã nhận được sản_phẩm sản_phẩm được đóng_gói cẩn_thận chất_lượng sản_phẩm tốt miếng bông tẩy_trang mềm mịn rất hài_lòng
16020,0,sản_phẩm khui ra thì thấy có những dấu gạch của viết không biết ở đâu ra mong tiki
16021,1,ghi_hình tiếng anh giao hàng tiếng việt hàng ô_kê
16022,2,siêu tốt giá lại ô_kê nữa sẽ giới_thiệu cho bạn_bè mua
16023,1,miếng lót dày êm nhưng hơi to so với giày của mình nên không dùng
16024,0,nhận hàng quên kiểm_tra hàng bị nứt
16025,0,chất lượng rất kém đeo một lần đã gãy móc khóa
16026,2,quyển sách làm chúng_ta suy_nghĩ lại về những hành_động và tư_duy của mình từ trước đến nay đồng_thời làm giảm nhẹ sự đau_khổ hoặc mất_mát đối_với những_ai đang trong tình_trạng
16027,2,sách dày và khá nặng nha mọi người rất nhiều thông_tin bổ_ích người_lớn học cùng bé ô_kê luôn nè sách rất đẹp
16028,0,quá tệ lột ra rất khó độ dính không cao
16029,1,nắp thiết_kế không tối_ưu dễ bị tràn nước khi mở nắp
16030,1,vui_lòng xuất hoá_đơn để thanh_toán
16031,1,sổ_tay quá nhỏ bìa bị cũ rất nhiều nên đóng_gói trong hộp vừa với kích_cỡ đây sổ bị cong
16032,0,nội_dung không có gì đặc_sắc sách in không đẹp
16033,0,kích_thước thì ô_kê nhưng mỏng quá không nên mua ktkvn
16034,1,một bóng sáng còn bóng còn lại không sáng mong tiki giải_quyết
16035,0,giao hàng cũ rất mất uy_tín làm_ăn lừa_đảo
16036,0,hàng lỗi không dùng được hình_như tiki không kiểm_tra hàng trước khi xuất kho tôi xơ suất không kiểm_tra trước khi nhận hàng vì quá tin_tưởng đề_nghị đổi lại sản_phẩm cho
16037,2,sản_phẩm sử_dụng tốt đóng_gói kĩ như thường_lệ thao_tác đơn_giản mình tháo ổ_cứng của laptop sata cắm vào là chạy
16038,1,zies to có loại nhỏ hơn tí
16039,0,vì sao không gắn được thẻ
16040,1,đẹp thật đó nhưng có vết đen khó tẩy
16041,2,hài_lòng với sản_phẩm
16042,2,giao hàng ô_kê gáy sách vẫn đẹp không bị hư
16043,2,chất_lượng sản_phẩm tốt mua cho chuyển_khoản đi lm giám_sát công_trình chỉ chỏ hàng hịn hò đẹp tuy_nhiên ánh_sáng hơi mạnh nhìn nhìu đau mắt cám_ơn cửa_hàng
16044,0,hàng kém chất_lượng giao hàng sai đặt màu nude giao màu đen
16045,0,nói về giao hàng thì không cần pk chê rồi nhưng sản_phẩm lần này lại làm mình thất_vọng quá đường may bị lệch nên hộp bút không được vuông còn bị nhăn nữa mong nhà bán có_thể khắc_phục những lỗi
16046,0,đắt nhưng không chất_lượng xước quá
16047,0,không che được khuyết_điểm
16048,0,bị trầy_xước quá nhiều hơi thất_vọng
16049,2,giao nhanh hàng chất_lượng cảm_ơn tiki
16050,1,dây rất mỏng không phù_hợp cho người chuyên may đồ
16051,0,đóng_gói ẩu chỉ có mỗi hộp thuốc bên trong nên khi mở hộp thì nắp nhựa đã bị nứt hư không_thể đóng_hộp cũ nhãn bung tróc
16052,1,đóng_gói hàng_hoá sơ_sài không hề có bọc chống sốc hay bóng khí chèn sản_phẩm hộp quá to so với sản_phẩm càng_ngày_càng thất_vọng với tiki
16053,1,lúc mình mở ra không thấy lót ly đâu tưởng tập này không tặng kèm cơ hoá_ra nhìn ảnh chụp của mấy bạn khác mới biết là mình bị thiếu rồi thất_vọng
16054,0,miêu_tả sử_dụng điện nhưng thực_chất sử_dụng pin rất hại cho môi_trường và tốn_kém
16055,1,tôi dán đường_ống nhựa đang rỉ nước keo không bám dính phải làm
16056,1,giao hàng bị ướt sản_phẩm
16057,0,không hài_lòng vì xài thấy ngứa đầu và mùi không thơm
16058,2,mình mua gói ngày và đêm nhưng sao mua về thì hộp kem đêm không giống như hình trên thấy hoang_mang
16059,0,đặt màu trắng giao màu vàng treo đầu dê bán thịt cho hả
16060,1,xịt thì bóng nhưng không được sạch lắm
16061,0,dầu_gội làm tóc rụng thêm gàu chắc do mình không hợp không biết có ai không hợp như mình không
16062,0,sản_phẩm bị lỗi chân cắm bị mất chân tiếp_xúc không_thể dùng
16063,2,lười đọc chữ thì đọc cuốn này để sống khoẻ hơn chất_lượng sách ô_kê
16064,0,điện_thoại mới mà bị lỗi mic trong nói_chuyện máy khác không nghe chỉ nghe khi bật loa ngoài đổi trả chán hết_sức
16065,1,áo quá nhỏ sai thông_tin kích_cỡ kích_thước
16066,0,nói_chung là không hài_lòng vì không vừa với airpod của mình chắc do hàng rẻ_tiền lần sau không bao_giờ mua loại này
16067,1,sách không đẹp giấy hơi đen không giống trong nhà_sách nghi_ngờ in lậu
16068,1,sách bị bụi ở ngoài mình nghĩ chỗ bán nên bọc ở ngoài để đừng bị bụi
16069,1,tay ghế thấp gia_công dưới chân xe xước nhiều các mối được hàng sài ổn
16070,1,nội_dung không áp_dụng được nhiều các phương_pháp có_lẽ phù_hợp hơn với những người đọc lâu năm chuyên_nghiệp đọc để cảm_nhận nghệ_thuật đọc sách hơn là áp_dụng
16071,2,chất_lượng tốt sản_phẩm y hình quảng_cáo
16072,1,không có kích_thước mua về lắp không vừa phí
16073,2,rất ổn trong tầm giá ép hoa_quả rất nhanh tuyệt_vời cho mùa hè sắp tới
16074,2,nho đủ loại rất ngon rất bảo_đảm đóng_gói cẩn_thận sẽ ủng_hộ cửa_hàng
